,Year,Wheat yield
5081,1985,1.4282
5082,1986,1.4203
5083,1987,1.1615
5084,1988,1.3708999
5085,1989,1.3009
5086,1990,1.1187
5087,1991,1.0145
5088,1992,0.86109996
5089,1993,0.90379995
5090,1994,0.7495
5091,1995,0.7366
5092,1996,0.66279995
5093,1997,0.7614
5094,1998,0.6371
5095,1999,0.61039996
5096,2000,0.7768
5097,2001,0.71999997
5098,2002,0.5898
5099,2003,0.79139996
5100,2004,0.80719995
5101,2005,0.4775
5102,2006,1.083
5103,2007,0.9392
5104,2008,1.3987
5105,2009,1.5593
5106,2010,1.3805
5107,2011,1.4961
5108,2012,1.5649999
5109,2013,1.3369
5110,2014,1.698
5111,2015,0.5717
5112,2016,1.3154
5113,2017,0.8538
5114,2018,1.4164
5115,2019,1.2815
5116,2020,1.2350999
5117,2021,1.4426999
5118,2006,3.0902998
5119,2007,2.4026
5120,2008,3.5016
5121,2009,3.5981
5122,2010,3.4029
5123,2011,3.2024
5124,2012,2.7984
5125,2013,3.4357
5126,2014,2.9215
5127,2015,2.8681998
5128,2016,3.1506
5129,2017,3.2135
5130,2018,3.2087998
5131,2019,2.7883
5132,2020,3.0463
5133,2021,3.0907
5134,1961,0.45279998
5135,1962,1.0274
5136,1963,0.8727
5137,1964,0.94119996
5138,1965,0.9518
5139,1966,0.6101
5140,1967,0.7399
5141,1968,1.3213999
5142,1969,0.7499
5143,1970,0.95159996
5144,1971,1.0907999
5145,1972,1.0813
5146,1973,0.7718
5147,1974,0.9666
5148,1975,0.93119997
5149,1976,1.1391
5150,1977,0.63449997
5151,1978,1.0701
5152,1979,1.0842999
5153,1980,1.0562
5154,1981,0.5416
5155,1982,1.2952
5156,1983,0.9971
5157,1984,1.072
5158,1985,1.245
5159,1986,1.7138
5160,1987,1.0608
5161,1988,1.7351999
5162,1989,1.4934
5163,1990,1.329
5164,1991,1.8699
5165,1992,0.7011
5166,1993,0.68079996
5167,1994,1.8111
5168,1995,0.5543
5169,1996,1.8414999
5170,1997,0.9292
5171,1998,1.4183999
5172,1999,0.80039996
5173,2000,0.47579998
5174,2001,1.2279999
5175,2002,1.2793
5176,2003,1.722
5177,2004,1.8082
5178,2005,1.0260999
5179,2006,2.0365
5180,2007,0.61539996
5181,2008,1.3189
5182,2009,2.1397998
5183,2010,1.7095
5184,2011,1.9488
5185,2012,1.2342
5186,2013,2.164
5187,2014,1.7132
5188,2015,2.4664
5189,2016,1.1315
5190,2017,2.0953
5191,2018,2.5751998
5192,2019,1.6063
5193,2020,0.9004
5194,2021,2.6334999
5195,1961,0.76519996
5196,1962,0.7895
5197,1963,0.95239997
5198,1964,0.7018
5199,1965,1.0
5200,1966,1.1
5201,1967,0.8624
5202,1968,0.9202
5203,1969,0.8667
5204,1970,0.9202
5205,1971,1.0461999
5206,1972,1.0
5207,1973,1.3333
5208,1974,1.0
5209,1975,1.0
5210,1976,0.59999996
5211,1977,0.39999998
5212,1978,0.59999996
5213,1979,0.6308
5214,1980,1.0
5215,1981,1.8182
5216,1982,1.5999999
5217,1983,1.5
5218,1984,1.5
5219,1985,1.25
5220,1986,1.25
5221,1987,0.75
5222,1988,1.25
5223,1989,1.25
5224,1990,1.8001
5225,1991,1.5
5226,1992,1.1111
5227,1993,1.1613
5228,1994,1.1464
5229,1995,1.1401
5230,1996,1.1356
5231,1997,1.1328
5232,1998,1.1337
5233,1999,1.1372
5234,2000,1.0
5235,2001,1.0
5236,2002,1.0385
5237,2003,1.1875
5238,2004,1.087
5239,2005,1.1071
5240,2006,1.2353
5241,2007,1.1765
5242,2008,1.25
5243,2009,1.25
5244,2010,1.3367
5245,2011,1.7041999
5246,2012,0.99579996
5247,2013,1.0950999
5248,2014,1.0899999
5249,2015,1.0787
5250,2016,1.0938
5251,2017,1.1032
5252,2018,1.1419
5253,2019,1.125
5254,2020,1.1538
5255,2021,1.1538
5256,1961,0.3078
5257,1962,0.41239998
5258,1963,0.5582
5259,1964,0.6762
5260,1965,0.64449996
5261,1966,0.6344
5262,1967,0.49789998
5263,1968,0.57629997
5264,1969,0.4684
5265,1970,0.555
5266,1971,0.6243
5267,1972,0.5499
5268,1973,0.54789996
5269,1974,0.45549998
5270,1975,0.7452
5271,1976,0.6526
5272,1977,0.87829995
5273,1978,1.0256
5274,1979,0.50369996
5275,1980,1.1064
5276,1981,1.11
5277,1982,1.3341
5278,1983,1.263
5279,1984,1.5942
5280,1985,1.7430999
5281,1986,1.7129999
5282,1987,1.7299999
5283,1988,1.3097
5284,1989,1.0737
5285,1990,0.9544
5286,1991,0.9579
5287,1992,0.9389
5288,1993,0.9334
5289,1994,0.82089996
5290,1995,0.84239995
5291,1996,0.94629997
5292,1997,1.0328
5293,1998,0.95919997
5294,1999,1.0958999
5295,2000,1.1494
5296,2001,1.1902
5297,2002,1.2679
5298,2003,1.287
5299,2004,1.3935
5300,2005,1.3934
5301,2006,1.5261999
5302,2007,1.5791999
5303,2008,1.7117
5304,2009,1.7297
5305,2010,1.7818999
5306,2011,1.7779
5307,2012,1.7839999
5308,2013,1.8077999
5309,2014,1.8471999
5310,2015,1.8615999
5311,2016,1.1859
5312,2017,1.8831999
5313,2018,1.8727
5314,2019,1.8799
5315,2020,1.8634
5316,2021,1.4286
5317,1961,0.9867
5318,1962,1.2049999
5319,1963,1.3333
5320,1964,1.3333
5321,1965,1.5555999
5322,1966,1.5
5323,1967,1.5
5324,1968,1.5
5325,1969,1.75
5326,1970,1.75
5327,1971,1.75
5328,1972,1.75
5329,1973,1.75
5330,1974,2.0
5331,1975,2.0
5332,1976,2.0
5333,1977,2.0
5334,1978,2.0
5335,1979,2.5
5336,1980,2.5
5337,1981,2.8571
5338,1982,3.125
5339,1983,3.0
5340,1984,2.9167
5341,1985,2.6667
5342,1986,2.961
5343,1987,2.7556
5344,1988,2.6337
5345,1989,4.8666997
5346,1990,4.4249997
5347,1991,5.8999996
5348,1992,5.1933
5349,1993,4.3845997
5350,1994,5.25
5351,1995,5.5172
5352,1996,4.3845997
5353,1997,4.6361
5354,1998,4.9336
5355,1999,3.6439998
5356,2000,5.0983
5357,2001,6.0464
5358,2002,6.3724
5359,2003,6.2509
5360,2004,4.1622
5361,2005,4.5255
5362,2006,5.9308
5363,2007,5.1342
5364,2008,6.1419997
5365,2009,6.7214
5366,2010,6.0941997
5367,2011,6.1219
5368,2012,6.1696997
5369,2013,6.2155
5370,2014,6.6667
5371,2015,5.6394997
5372,2016,4.7289
5373,2017,5.3061
5374,2018,5.3061
5375,2019,5.653
5376,2020,6.0
5377,2021,6.0594997
5378,1961,1.2272999
5379,1962,1.2321
5380,1963,1.2284
5381,1964,1.2257
5382,1965,1.26
5383,1966,1.2458
5384,1967,1.2619
5385,1968,1.0661
5386,1969,1.1195999
5387,1970,1.1733
5388,1971,0.8466
5389,1972,0.9332
5390,1973,1.2045
5391,1974,1.1258
5392,1975,1.1374999
5393,1976,1.1777999
5394,1977,1.0389999
5395,1978,1.1199
5396,1979,1.1658
5397,1980,1.1992999
5398,1981,1.2179999
5399,1982,1.3152
5400,1983,1.3571999
5401,1984,1.3433
5402,1985,1.1811
5403,1986,1.2386
5404,1987,1.3090999
5405,1988,1.2478
5406,1989,1.3851
5407,1990,1.4149
5408,1991,1.4103
5409,1992,1.3338
5410,1993,1.2459999
5411,1994,1.4704
5412,1995,1.4416
5413,1996,1.55
5414,1997,1.6071999
5415,1998,1.5462999
5416,1999,1.6955
5417,2000,1.7931
5418,2001,1.8062999
5419,2002,1.8858999
5420,2003,2.0091999
5421,2004,2.0873
5422,2005,2.1344
5423,2006,2.0744998
5424,2007,2.1562998
5425,2008,2.2252
5426,2009,1.9338
5427,2010,2.1289
5428,2011,2.2747
5429,2012,2.4122999
5430,2013,2.2902
5431,2014,2.496
5432,2015,2.5914
5433,2016,2.3288
5434,2017,2.5537999
5435,2018,2.7573
5436,2019,2.849
5437,2020,3.0886998
5438,2021,2.9917
5439,1961,0.85389996
5440,1962,0.95239997
5441,1963,0.9065
5442,1964,0.9515
5443,1965,0.95339996
5444,1966,0.8451
5445,1967,0.91529995
5446,1968,1.1158
5447,1969,1.0301
5448,1970,1.0665
5449,1971,1.0593
5450,1972,1.0961
5451,1973,1.1882
5452,1974,1.2134
5453,1975,1.2674
5454,1976,1.3256999
5455,1977,1.2405
5456,1978,1.2651
5457,1979,1.3331
5458,1980,1.4247999
5459,1981,1.4365
5460,1982,1.4951999
5461,1983,1.5126
5462,1984,1.4106
5463,1985,1.5438
5464,1986,1.7227999
5465,1987,1.5291
5466,1988,1.7107999
5467,1989,1.7287999
5468,1990,1.7231
5469,1991,1.8255999
5470,1992,1.7833999
5471,1993,1.7200999
5472,1994,1.8112999
5473,1995,1.8546
5474,1996,1.9555999
5475,1997,1.8677
5476,1998,2.0407
5477,1999,1.9232999
5478,2000,1.9761
5479,2001,2.0936
5480,2002,2.1594
5481,2003,2.2605
5482,2004,2.2579
5483,2005,2.3034
5484,2006,2.3706
5485,2007,2.3418999
5486,2008,2.2656999
5487,2009,2.5381
5488,2010,2.4215
5489,2011,2.6067998
5490,2012,2.5158
5491,2013,2.7259
5492,2014,2.6782
5493,2015,2.8077
5494,2016,2.6450999
5495,2017,2.8204
5496,2018,2.8911
5497,2019,2.7654998
5498,2020,2.6509
5499,2021,2.9689999
5500,1850,1.0500001
5501,1911,2.3500001
5502,1934,3.09
5503,1950,3.65
5504,1961,3.9250998
5505,1962,4.5474997
5506,1963,4.1962
5507,1964,4.7064
5508,1965,4.4428997
5509,1966,4.0446997
5510,1967,4.7906
5511,1968,4.4234
5512,1969,4.3578
5513,1970,4.5457
5514,1971,4.9687
5515,1972,4.3111
5516,1973,5.2552
5517,1974,5.7334
5518,1975,4.9358
5519,1976,5.4374
5520,1977,5.2304
5521,1978,6.5664997
5522,1979,5.9382
5523,1980,6.2021
5524,1981,6.7008
5525,1982,7.3896
5526,1983,7.0368
5527,1984,7.8854
5528,1985,6.6450996
5529,1986,7.9979997
5530,1987,6.9358997
5531,1988,7.2272997
5532,1989,7.5976996
5533,1990,7.6527996
5534,1991,7.6608
5535,1992,8.0154
5536,1993,8.7712
5537,1994,8.0674
5538,1995,8.618899
5539,1996,8.9612
5540,1997,7.7309
5541,1998,7.6956
5542,1999,8.3310995
5543,2000,8.3592
5544,2001,7.9447
5545,2002,7.8145
5546,2003,8.743899
5547,2004,8.9149
5548,2005,8.5932
5549,2006,8.394
5550,2007,7.2714
5551,2008,8.7295
5552,2009,9.2919
5553,2010,8.9092
5554,2011,7.7812
5555,2012,8.587
5556,2013,8.7411995
5557,2014,9.1698
5558,2015,9.1255
5559,2016,7.9831996
5560,2017,9.0935
5561,2018,8.614699
5562,2019,9.378099
5563,2020,8.556
5564,2021,8.018
5565,1961,2.5
5566,1962,2.5
5567,1963,2.5
5568,1964,2.5
5569,1965,2.5
5570,1966,2.5
5571,1967,3.0
5572,1968,2.6875
5573,1969,2.8999999
5574,1970,2.8571
5575,1971,1.3333
5576,1972,2.5
5577,1973,3.35
5578,1974,3.25
5579,1975,3.0
5580,1976,2.0
5581,1977,2.0
5582,1978,2.2222
5583,1979,1.2069
5584,1980,1.0638
5585,1981,1.3978
5586,1982,1.6245999
5587,1983,0.8247
5588,1984,0.7327
5589,1985,1.8349999
5590,1986,1.8391999
5591,1987,1.5
5592,1988,1.3199999
5593,1989,1.13
5594,1990,0.7317
5595,1991,1.3812
5596,1992,2.0273
5597,1993,1.8519
5598,1994,1.9570999
5599,1995,1.9399999
5600,1996,1.8729999
5601,1997,1.8888999
5602,1998,1.9749999
5603,1999,1.75
5604,2001,1.8499999
5605,2003,1.9
5606,2004,1.8944999
5607,2005,1.8931999
5608,2012,1.915
5609,2013,1.9194
5610,2015,0.7022
5611,2016,0.6543
5612,2017,0.6017
5613,2018,0.6432
5614,2019,0.4522
5615,2020,0.76989996
5616,2021,0.4522
5617,1961,3.3516998
5618,1962,2.8285
5619,1963,2.7277
5620,1964,3.3195
5621,1965,3.3618
5622,1966,3.6137998
5623,1967,3.7271998
5624,1968,3.4926
5625,1969,3.5351999
5626,1970,2.6482
5627,1971,3.339
5628,1972,3.6460998
5629,1973,3.4922
5630,1974,3.1829998
5631,1975,3.1197999
5632,1976,3.7417998
5633,1977,3.6787999
5634,1978,3.6134
5635,1979,3.3851
5636,1980,3.5574
5637,1981,4.0092
5638,1982,4.0843
5639,1983,4.2430997
5640,1984,4.58
5641,1985,4.3093
5642,1986,4.1563997
5643,1987,4.0599
5644,1988,4.0701
5645,1989,3.5679
5646,1990,4.8842
5647,1991,4.8149
5648,1992,5.0543
5649,1993,5.3698
5650,1994,5.4144998
5651,1995,4.6823
5652,1996,5.4737997
5653,1997,5.6607
5654,1998,6.216
5655,1999,6.061
5656,2000,6.2095
5657,2001,7.4286
5658,2002,7.1467
5659,2003,7.4863
5660,2004,6.5501
5661,2005,8.092
5662,2006,6.8963
5663,2007,8.4966
5664,2008,8.1119995
5665,2009,7.4918
5666,2010,8.1241
5667,2011,7.2858
5668,2012,8.9244995
5669,2013,9.1053
5670,2014,8.626699
5671,2015,8.6722
5672,2016,9.1971
5673,2017,9.8644
5674,2018,8.9595995
5675,2019,8.8522
5676,2020,9.9332
5677,2021,9.7122
5678,1961,1.227
5679,1962,1.2004
5680,1963,1.2766
5681,1964,1.1697999
5682,1965,0.85639995
5683,1966,1.2248
5684,1967,1.24
5685,1968,0.6667
5686,1969,0.9816
5687,1970,0.907
5688,1971,0.90629995
5689,1972,1.2846999
5690,1973,0.93579996
5691,1974,1.0185
5692,1975,1.2857
5693,1976,1.1111
5694,1977,1.5833
5695,1978,2.3039
5696,1979,1.0889
5697,1980,1.0
5698,1981,1.0
5699,1982,1.0476
5700,1983,1.1905
5701,1984,1.9106
5702,1985,1.9799
5703,1986,1.9801999
5704,1987,1.5
5705,1988,1.0
5706,1989,1.1429
5707,1990,2.8889
5708,1991,2.6
5709,1992,2.8
5710,1993,2.2
5711,1994,2.8799999
5712,1995,3.4443998
5713,1996,2.125
5714,1997,2.0
5715,1998,2.2051
5716,1999,2.1115
5717,2000,2.0049
5718,2001,1.8783
5719,2002,1.0605999
5720,2003,1.7099999
5721,2004,1.7188
5722,2005,1.7443
5723,2006,1.4992
5724,2007,1.4893999
5725,2008,1.8251
5726,2009,1.8916999
5727,2010,1.9908999
5728,2011,1.977
5729,2012,1.6537
5730,2013,3.0089998
5731,2014,2.5132
5732,2015,2.0664
5733,2016,2.0084999
5734,2017,2.7536
5735,2018,2.9615
5736,2019,2.8367999
5737,2020,2.5918
5738,2021,2.6065
5739,1961,1.7778
5740,1962,1.7778
5741,1963,1.7778
5742,1964,1.8182
5743,1965,1.8182
5744,1966,1.8182
5745,1967,1.9090999
5746,1968,1.8182
5747,1969,1.8182
5748,1970,1.7272999
5749,1971,1.7391
5750,1972,1.7391
5751,1973,1.4286
5752,1974,1.5
5753,1975,1.6364
5754,1976,1.8
5755,1977,2.0
5756,1978,2.0
5757,1979,2.2
5758,1980,2.3999999
5759,1981,2.6
5760,1982,2.6
5761,1983,1.8571
5762,1984,1.6875
5763,1985,2.0544999
5764,1986,1.9700999
5765,1987,1.9305999
5766,1988,1.25
5767,1989,1.1999999
5768,1990,0.8333
5769,1991,1.1999999
5770,1992,1.3333
5771,1993,2.3286
5772,1994,2.3467
5773,1995,2.1799998
5774,1996,2.0435
5775,1997,2.6399999
5776,1998,2.0
5777,1999,2.0119998
5778,2000,1.4038
5779,2001,0.9808
5780,2002,0.98179996
5781,2003,1.0357
5782,2004,1.069
5783,2005,1.1
5784,2006,1.127
5785,2007,1.6923
5786,2008,1.6563
5787,2009,1.6667
5788,2010,1.4843999
5789,2011,1.2791
5790,2012,1.0188999
5791,2013,1.0
5792,2014,1.3043
5793,2015,1.0
5794,2016,1.0
5795,2017,1.6779
5796,2018,1.7141999
5797,2019,1.6825999
5798,2020,1.1
5799,2021,1.125
5800,1961,1.3343039
5801,1962,1.5892854
5802,1963,1.7299976
5803,1964,1.62104
5804,1965,1.7180616
5805,1966,1.817287
5806,1967,1.6199882
5807,1968,1.781766
5808,1969,1.9928114
5809,1970,2.0559049
5810,1971,2.1705663
5811,1972,2.0506644
5812,1973,2.0169466
5813,1974,1.7851893
5814,1975,2.0252233
5815,1976,2.0907009
5816,1977,2.0615215
5817,1978,2.1110263
5818,1979,2.1313288
5819,1980,2.1330411
5820,1981,2.260034
5821,1982,2.3593538
5822,1983,2.4319718
5823,1984,2.333463
5824,1985,2.3199644
5825,1986,2.3263955
5826,1987,2.3647287
5827,1988,1.947249
5828,1989,2.1133492
5829,1990,2.5656607
5830,1991,2.3325856
5831,1992,2.5065494
5832,1993,2.4864182
5833,1994,2.4563088
5834,1995,2.3914638
5835,1996,2.4724112
5836,1997,2.5393012
5837,1998,2.7354572
5838,1999,2.8201215
5839,2000,2.7442472
5840,2001,2.488012
5841,2002,2.2552342
5842,2003,2.7733972
5843,2004,2.8480785
5844,2005,2.8368733
5845,2006,2.660115
5846,2007,2.6521068
5847,2008,3.0172362
5848,2009,2.9800038
5849,2010,3.0812879
5850,2011,3.0070603
5851,2012,3.0879202
5852,2013,3.3657665
5853,2014,3.0398836
5854,2015,2.9620163
5855,2016,3.600943
5856,2017,3.2707133
5857,2018,3.2735484
5858,2019,3.4871597
5859,2020,3.4620264
5860,2021,2.8333683
5861,1961,0.506
5862,1962,0.5273
5863,1963,0.5697
5864,1964,0.6012
5865,1965,0.5399
5866,1966,0.59999996
5867,1967,0.5688
5868,1968,0.5613
5869,1969,0.58669996
5870,1970,0.6069
5871,1971,0.6741
5872,1972,0.696
5873,1973,0.8522
5874,1974,0.97139996
5875,1975,1.1158
5876,1976,1.1999999
5877,1977,1.3528999
5878,1978,1.3059
5879,1979,1.3528999
5880,1980,1.1646999
5881,1981,1.3412
5882,1982,1.4235
5883,1983,1.4588
5884,1984,1.5529
5885,1985,1.4941
5886,1986,1.5889
5887,1987,1.4778
5888,1988,1.4222
5889,1989,1.6125
5890,1990,1.2889
5891,1991,1.3116
5892,1992,1.3452
5893,1993,1.3987
5894,1994,1.4505
5895,1995,1.4849
5896,1996,1.3333
5897,1997,1.3333
5898,1998,2.3571
5899,1999,2.0207999
5900,2000,0.84749997
5901,2001,2.1627998
5902,2002,2.3016
5903,2003,2.3332999
5904,2004,2.5
5905,2005,2.5065
5906,2006,2.4875
5907,2007,2.4375
5908,2008,2.3973
5909,2009,2.2624
5910,2010,2.1917999
5911,2011,2.0159
5912,2012,1.48
5913,2013,1.5
5914,2014,1.5
5915,2015,1.375
5916,2016,1.2380999
5917,2017,1.2038
5918,2018,1.2506
5919,2019,1.2207
5920,2020,1.2271999
5921,2021,1.2271999
5922,1992,2.6752
5923,1993,2.1352
5924,1994,2.7545
5925,1995,2.9304
5926,1996,2.2921999
5927,1997,2.5484998
5928,1998,2.9615
5929,1999,2.8026
5930,2000,2.4719
5931,2001,2.1297998
5932,2002,2.6473
5933,2003,2.1761
5934,2004,3.5217
5935,2005,3.0811
5936,2006,3.0098
5937,2007,2.402
5938,2008,3.4101
5939,2009,3.0756
5940,2010,3.0442998
5941,2011,3.3458
5942,2012,2.6956
5943,2013,3.1978
5944,2014,3.7549999
5945,2015,2.7540998
5946,2016,3.8384998
5947,2017,2.7463999
5948,2018,3.3964999
5949,2019,3.4847999
5950,2020,3.5266
5951,2021,3.4629998
5952,1961,0.69589996
5953,1962,1.0773
5954,1963,1.0171
5955,1964,0.9106
5956,1965,0.9145
5957,1966,0.8107
5958,1967,0.84779996
5959,1968,1.0905
5960,1969,0.8243
5961,1970,0.91499996
5962,1971,1.0573
5963,1972,1.0634
5964,1973,0.9453
5965,1974,1.0012
5966,1975,1.1419
5967,1976,1.0928999
5968,1977,0.835
5969,1978,1.0701
5970,1979,0.9946
5971,1980,1.1132
5972,1981,1.0234
5973,1982,1.286
5974,1983,1.1067
5975,1984,1.1054
5976,1985,1.3697
5977,1986,1.5472
5978,1987,1.4164
5979,1988,1.7914
5980,1989,1.5997
5981,1990,1.7231
5982,1991,2.0077
5983,1992,1.6539999
5984,1993,1.5722
5985,1994,2.0255
5986,1995,1.693
5987,1996,2.1036
5988,1997,1.8612
5989,1998,1.8431
5990,1999,1.8366
5991,2000,1.7241
5992,2001,2.067
5993,2002,2.1822
5994,2003,2.3673
5995,2004,2.3494
5996,2005,2.2147
5997,2006,2.638
5998,2007,2.029
5999,2008,2.3873
6000,2009,2.7068
6001,2010,2.3816
6002,2011,2.6887
6003,2012,2.3823
6004,2013,2.8528
6005,2014,2.5509
6006,2015,2.9068
6007,2016,2.3506
6008,2017,2.5318
6009,2018,2.9680998
6010,2019,2.7119
6011,2020,2.3078
6012,2021,3.0949
6013,1961,1.3258
6014,1962,1.581
6015,1963,1.7213999
6016,1964,1.5946
6017,1965,1.6973
6018,1966,1.8082
6019,1967,1.5967
6020,1968,1.7627
6021,1969,1.9715999
6022,1970,2.0197
6023,1971,2.1534
6024,1972,2.0370998
6025,1973,1.9919
6026,1974,1.7462
6027,1975,1.9935999
6028,1976,2.054
6029,1977,2.0356998
6030,1978,2.0772998
6031,1979,2.1028
6032,1980,2.1027
6033,1981,2.2326999
6034,1982,2.3142
6035,1983,2.3964999
6036,1984,2.2811
6037,1985,2.2605999
6038,1986,2.2758
6039,1987,2.3074
6040,1988,1.8924999
6041,1989,2.0630999
6042,1990,2.5293999
6043,1991,2.2856998
6044,1992,2.473
6045,1993,2.4496
6046,1994,2.4067
6047,1995,2.3569
6048,1996,2.4361
6049,1997,2.4935
6050,1998,2.7029998
6051,1999,2.7835999
6052,2000,2.6964998
6053,2001,2.4363
6054,2002,2.1891
6055,2003,2.7408
6056,2004,2.8197
6057,2005,2.7961
6058,2006,2.6023
6059,2007,2.5948
6060,2008,2.9682
6061,2009,2.925
6062,2010,3.024
6063,2011,2.9468
6064,2012,3.0372999
6065,2013,3.3235998
6066,2014,2.9864
6067,2015,2.9174
6068,2016,3.5542
6069,2017,3.2156
6070,2018,3.2286
6071,2019,3.4391
6072,2020,3.4204
6073,2021,2.7623
6074,1961,3.2566
6075,1962,3.587
6076,1963,3.3337998
6077,1964,3.7458
6078,1965,3.6734
6079,1966,3.4457998
6080,1967,3.8945
6081,1968,3.5881999
6082,1969,3.7433
6083,1970,3.916
6084,1971,4.179
6085,1972,4.0710998
6086,1973,4.1796
6087,1974,4.7788
6088,1975,4.2683997
6089,1976,3.9243
6090,1977,4.5518
6091,1978,4.9189997
6092,1979,4.9072
6093,1980,5.3420997
6094,1981,5.5007
6095,1982,5.9424996
6096,1983,6.0074997
6097,1984,7.1654997
6098,1985,5.9080997
6099,1986,6.4336996
6100,1987,5.6266
6101,1988,6.0182
6102,1989,6.572
6103,1990,6.792
6104,1991,6.9340997
6105,1992,5.9572
6106,1993,6.1264997
6107,1994,6.2121
6108,1995,6.7264
6109,1996,6.7901998
6110,1997,6.3982997
6111,1998,6.4038
6112,1999,6.6004
6113,2000,6.7787
6114,2001,6.1565
6115,2002,6.7521996
6116,2003,6.4695
6117,2004,6.6182
6118,2005,6.6949997
6119,2006,6.4122
6120,2007,6.2117996
6121,2008,6.9691997
6122,2009,6.6240997
6123,2010,6.1004996
6124,2011,6.0968
6125,2012,6.0344996
6126,2013,6.0544996
6127,2014,6.8496
6128,2015,7.2149
6129,2016,6.2521
6130,2017,6.8506
6131,2018,5.6492996
6132,2019,7.0157
6133,2020,6.3237996
6134,2021,6.2492
6135,1850,0.57
6136,1911,1.6600001
6137,1934,1.95
6138,1950,2.0600002
6139,1961,2.83
6140,1962,2.0525
6141,1963,2.5651999
6142,1964,2.7962
6143,1965,2.7811
6144,1966,2.3538
6145,1967,3.2138
6146,1968,3.4050999
6147,1969,2.9025998
6148,1970,3.007
6149,1971,3.6067998
6150,1972,3.3523998
6151,1973,3.8221
6152,1974,4.3806
6153,1975,3.3123999
6154,1976,3.241
6155,1977,3.7164998
6156,1978,3.8915
6157,1979,4.014
6158,1980,4.1879
6159,1981,4.5652
6160,1982,4.5288
6161,1983,4.2345
6162,1984,5.1033
6163,1985,4.3564
6164,1986,4.0025
6165,1987,4.2946
6166,1988,3.4006
6167,1989,3.6538
6168,1990,4.6633997
6169,1991,4.6547
6170,1992,3.5295
6171,1993,5.1096
6172,1994,2.8362
6173,1995,4.7468
6174,1996,4.5257998
6175,1997,4.3101
6176,1998,4.6878
6177,1999,4.4533
6178,2000,4.6025
6179,2001,4.0738
6180,2002,4.0994
6181,2003,4.6135
6182,2004,4.7668
6183,2005,4.8925
6184,2006,4.1633997
6185,2007,4.3973
6186,2008,4.8652997
6187,2009,3.4069
6188,2010,4.5975
6189,2011,3.8516998
6190,2012,4.1011
6191,2013,3.8841
6192,2014,4.9210997
6193,2015,5.7745
6194,2016,4.6338997
6195,2017,5.2868
6196,2018,2.3476999
6197,2019,5.6017
6198,2020,4.7658
6199,2021,4.1912
6200,1961,1.1569345
6201,1962,1.2709363
6202,1963,1.3574505
6203,1964,1.4059093
6204,1965,1.021641
6205,1966,1.5270143
6206,1967,0.8604475
6207,1968,1.389585
6208,1969,1.1444721
6209,1970,1.2414365
6210,1971,1.2344407
6211,1972,0.90506893
6212,1973,1.3651954
6213,1974,1.3816934
6214,1975,1.4120647
6215,1976,1.3452752
6216,1977,0.96749586
6217,1978,1.7813333
6218,1979,1.4664772
6219,1980,0.9817736
6220,1981,1.3943995
6221,1982,0.79094017
6222,1983,1.7164446
6223,1984,1.5625925
6224,1985,1.387519
6225,1986,1.4696505
6226,1987,1.3890727
6227,1988,1.5929124
6228,1989,1.5870229
6229,1990,1.6479019
6230,1991,1.6472948
6231,1992,1.4885473
6232,1993,1.7988262
6233,1994,1.9840424
6234,1995,1.1590271
6235,1996,1.8099715
6236,1997,2.185134
6237,1998,1.8614727
6238,1999,1.8786807
6239,2000,2.0243735
6240,2001,1.8434783
6241,2002,2.126014
6242,2003,0.93203974
6243,2004,2.0133867
6244,2005,1.6537223
6245,2006,2.0361183
6246,2007,0.94320494
6247,2008,1.1023794
6248,2009,1.6065634
6249,2010,1.598682
6250,2011,2.0505054
6251,2012,2.1776786
6252,2013,1.7886378
6253,2014,2.031136
6254,2015,1.9431572
6255,2016,2.0061376
6256,2017,2.6343424
6257,2018,1.9444345
6258,2019,1.7224972
6259,2020,1.5071268
6260,2021,2.5495093
6261,1961,1.1568999
6262,1962,1.2709
6263,1963,1.3575
6264,1964,1.4059
6265,1965,1.0216
6266,1966,1.527
6267,1967,0.86039996
6268,1968,1.3895999
6269,1969,1.1445
6270,1970,1.2414
6271,1971,1.2343999
6272,1972,0.9051
6273,1973,1.3651999
6274,1974,1.3816999
6275,1975,1.4121
6276,1976,1.3453
6277,1977,0.9675
6278,1978,1.7813
6279,1979,1.4664999
6280,1980,0.98179996
6281,1981,1.3944
6282,1982,0.7909
6283,1983,1.7163999
6284,1984,1.5626
6285,1985,1.3874999
6286,1986,1.4697
6287,1987,1.3891
6288,1988,1.5928999
6289,1989,1.587
6290,1990,1.6479
6291,1991,1.6473
6292,1992,1.4885
6293,1993,1.7988
6294,1994,1.984
6295,1995,1.1589999
6296,1996,1.81
6297,1997,2.1850998
6298,1998,1.8614999
6299,1999,1.8786999
6300,2000,2.0244
6301,2001,1.8434999
6302,2002,2.126
6303,2003,0.932
6304,2004,2.0133998
6305,2005,1.6537
6306,2006,2.0361
6307,2007,0.9432
6308,2008,1.1024
6309,2009,1.6065999
6310,2010,1.5986999
6311,2011,2.0505
6312,2012,2.1777
6313,2013,1.7886
6314,2014,2.0311
6315,2015,1.9432
6316,2016,2.0061
6317,2017,2.6343
6318,2018,1.9444
6319,2019,1.7225
6320,2020,1.5071
6321,2021,2.5495
6322,1961,1.4
6323,1962,1.4
6324,1963,1.3636
6325,1964,1.3636
6326,1965,1.3636
6327,1966,1.4167
